,title,date,type,CVE,lien,description,CVSS,EPSS,version,product,editeur,CWE,base_severity
CERTFR-2025-AVI-0071,Multiples vulnérabilités dans le noyau Linux de SUSE,2025-01-17,Avis,CVE-2022-36280,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0071/,"An out-of-bounds(OOB) memory access vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_kms.c in GPU component in the Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS).",6.3,0.000300000,['v3.2-rc1'],kernel,Linux,CWE-120,MEDIUM
CERTFR-2025-AVI-0086,Multiples vulnérabilités dans les produits IBM,2025-01-30,Avis,CVE-2022-34917,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0086/,"A security vulnerability has been identified in Apache Kafka. It affects all releases since 2.8.0. The vulnerability allows malicious unauthenticated clients to allocate large amounts of memory on brokers. This can lead to brokers hitting OutOfMemoryException and causing denial of service. Example scenarios: - Kafka cluster without authentication: Any clients able to establish a network connection to a broker can trigger the issue. - Kafka cluster with SASL authentication: Any clients able to establish a network connection to a broker, without the need for valid SASL credentials, can trigger the issue. - Kafka cluster with TLS authentication: Only clients able to successfully authenticate via TLS can trigger the issue. We advise the users to upgrade the Kafka installations to one of the 3.2.3, 3.1.2, 3.0.2, 2.8.2 versions.",,0.000450000,"['Apache Kafka 2.8.0 2.8.0 ', 'Apache Kafka 2.8.1 2.8.1', 'Apache Kafka 3.0.0 3.0.0', 'Apache Kafka 3.0.1 3.0.1', 'Apache Kafka 3.1.0 3.1.0', 'Apache Kafka 3.1.1 3.1.1', 'Apache Kafka 3.2.0 3.2.0', 'Apache Kafka 3.2.1 3.2.1']",Apache Kafka,Apache Software Foundation,CWE-789,LOW
CERTFR-2025-AVI-0088,Multiples vulnérabilités dans le noyau Linux de SUSE,2025-01-27,Avis,CVE-2022-36280,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0088/,"An out-of-bounds(OOB) memory access vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_kms.c in GPU component in the Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS).",6.3,0.000300000,['v3.2-rc1'],kernel,Linux,CWE-120,MEDIUM
CERTFR-2025-AVI-0106,Multiples vulnérabilités dans les produits IBM,2025-02-03,Avis,CVE-2022-24823,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0106/,"Netty is an open-source, asynchronous event-driven network application framework. The package `io.netty:netty-codec-http` prior to version 4.1.77.Final contains an insufficient fix for CVE-2021-21290. When Netty's multipart decoders are used local information disclosure can occur via the local system temporary directory if temporary storing uploads on the disk is enabled. This only impacts applications running on Java version 6 and lower. Additionally, this vulnerability impacts code running on Unix-like systems, and very old versions of Mac OSX and Windows as they all share the system temporary directory between all users. Version 4.1.77.Final contains a patch for this vulnerability. As a workaround, specify one's own `java.io.tmpdir` when starting the JVM or use DefaultHttpDataFactory.setBaseDir(...) to set the directory to something that is only readable by the current user.",5.5,0.002850000,['<= 4.1.76.Final'],netty,netty,CWE-668,MEDIUM
CERTFR-2025-AVI-0113,Multiples vulnérabilités dans les produits Siemens,2025-02-10,Avis,CVE-2023-0590,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0113/,"A use-after-free flaw was found in qdisc_graft in net/sched/sch_api.c in the Linux Kernel due to a race problem. This flaw leads to a denial of service issue. If patch ebda44da44f6 (""net: sched: fix race condition in qdisc_graft()"") not applied yet, then kernel could be affected.",,0.000120000,['Linux kernel 6.1-rc2'],Kernel,n/a,CWE-416,LOW
CERTFR-2025-AVI-0158,Multiples vulnérabilités dans les produits NetApp,2021-01-22,Avis,CVE-2021-42373,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0158/,A NULL pointer dereference in Busybox's man applet leads to denial of service when a section name is supplied but no page argument is given,,0.000520000,['unspecified'],busybox,busybox,CWE-476,LOW
CERTFR-2025-AVI-0170,Multiples vulnérabilités dans les produits IBM,2019-11-14,Avis,CVE-2018-11694,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0170/,An issue was discovered in LibSass through 3.5.4. A NULL pointer dereference was found in the function Sass::Functions::selector_append which could be leveraged by an attacker to cause a denial of service (application crash) or possibly have unspecified other impact.,,0.004850000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2025-AVI-0212,Multiples vulnérabilités dans le noyau Linux de SUSE,2025-03-12,Avis,CVE-2022-36280,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0212/,"An out-of-bounds(OOB) memory access vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_kms.c in GPU component in the Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS).",6.3,0.000300000,['v3.2-rc1'],kernel,Linux,CWE-120,MEDIUM
CERTFR-2025-AVI-0214,Multiples vulnérabilités dans les produits IBM,2025-03-13,Avis,CVE-2022-1471,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0214/,"SnakeYaml's Constructor() class does not restrict types which can be instantiated during deserialization. Deserializing yaml content provided by an attacker can lead to remote code execution. We recommend using SnakeYaml's SafeConsturctor when parsing untrusted content to restrict deserialization. We recommend upgrading to version 2.0 and beyond.
",8.3,0.938490000,['0'],SnakeYAML,SnakeYAML,CWE-20,HIGH
CERTFR-2025-AVI-0252,Multiples vulnérabilités dans le noyau Linux de SUSE,2025-03-21,Avis,CVE-2022-1184,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0252/,A use-after-free flaw was found in fs/ext4/namei.c:dx_insert_block() in the Linux kernel’s filesystem sub-component. This flaw allows a local attacker with a user privilege to cause a denial of service.,,0.000200000,['Not-known'],Kernel,n/a,CWE-416,LOW
CERTFR-2025-AVI-0255,Multiples vulnérabilités dans les produits IBM,2025-03-26,Avis,CVE-2023-0215,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0255/,"The public API function BIO_new_NDEF is a helper function used for streaming
ASN.1 data via a BIO. It is primarily used internally to OpenSSL to support the
SMIME, CMS and PKCS7 streaming capabilities, but may also be called directly by
end user applications.

The function receives a BIO from the caller, prepends a new BIO_f_asn1 filter
BIO onto the front of it to form a BIO chain, and then returns the new head of
the BIO chain to the caller. Under certain conditions, for example if a CMS
recipient public key is invalid, the new filter BIO is freed and the function
returns a NULL result indicating a failure. However, in this case, the BIO chain
is not properly cleaned up and the BIO passed by the caller still retains
internal pointers to the previously freed filter BIO. If the caller then goes on
to call BIO_pop() on the BIO then a use-after-free will occur. This will most
likely result in a crash.



This scenario occurs directly in the internal function B64_write_ASN1() which
may cause BIO_new_NDEF() to be called and will subsequently call BIO_pop() on
the BIO. This internal function is in turn called by the public API functions
PEM_write_bio_ASN1_stream, PEM_write_bio_CMS_stream, PEM_write_bio_PKCS7_stream,
SMIME_write_ASN1, SMIME_write_CMS and SMIME_write_PKCS7.

Other public API functions that may be impacted by this include
i2d_ASN1_bio_stream, BIO_new_CMS, BIO_new_PKCS7, i2d_CMS_bio_stream and
i2d_PKCS7_bio_stream.

The OpenSSL cms and smime command line applications are similarly affected.



",,0.003460000,"['3.0.0', '1.1.1', '1.0.2']",OpenSSL,OpenSSL,Non disponible,LOW
CERTFR-2025-AVI-0256,Multiples vulnérabilités dans Broadcom VMware Tanzu Greenplum,2025-03-28,Avis,CVE-2022-41720,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0256/,"On Windows, restricted files can be accessed via os.DirFS and http.Dir. The os.DirFS function and http.Dir type provide access to a tree of files rooted at a given directory. These functions permit access to Windows device files under that root. For example, os.DirFS(""C:/tmp"").Open(""COM1"") opens the COM1 device. Both os.DirFS and http.Dir only provide read-only filesystem access. In addition, on Windows, an os.DirFS for the directory (the root of the current drive) can permit a maliciously crafted path to escape from the drive and access any path on the system. With fix applied, the behavior of os.DirFS("""") has changed. Previously, an empty root was treated equivalently to ""/"", so os.DirFS("""").Open(""tmp"") would open the path ""/tmp"". This now returns an error.",,0.000430000,"['0', '1.19.0-0']",net/http,Go standard library,Non disponible,LOW
CERTFR-2025-AVI-0276,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,2025-04-02,Avis,CVE-2022-38096,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0276/,"A NULL pointer dereference vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_execbuf.c in GPU component of Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS).",6.3,0.000170000,['v4.20-rc1'],kernel,Linux,CWE-476,MEDIUM
CERTFR-2025-AVI-0279,Multiples vulnérabilités dans les produits IBM,2025-04-01,Avis,CVE-2021-44906,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0279/,"Minimist <=1.2.5 is vulnerable to Prototype Pollution via file index.js, function setKey() (lines 69-95).",,0.011340000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2025-AVI-0303,Multiples vulnérabilités dans les produits Splunk,2025-04-09,Avis,CVE-2022-23491,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0303/,"Certifi is a curated collection of Root Certificates for validating the trustworthiness of SSL certificates while verifying the identity of TLS hosts. Certifi 2022.12.07 removes root certificates from ""TrustCor"" from the root store. These are in the process of being removed from Mozilla's trust store. TrustCor's root certificates are being removed pursuant to an investigation prompted by media reporting that TrustCor's ownership also operated a business that produced spyware. Conclusions of Mozilla's investigation can be found in the linked google group discussion.",6.8,0.000380000,['< 2022.12.07'],python-certifi,certifi,CWE-345,MEDIUM
CERTFR-2025-AVI-0307,Multiples vulnérabilités dans le noyau Linux de SUSE,2025-04-09,Avis,CVE-2023-1652,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0307/,A use-after-free flaw was found in nfsd4_ssc_setup_dul in fs/nfsd/nfs4proc.c in the NFS filesystem in the Linux Kernel. This issue could allow a local attacker to crash the system or it may lead to a kernel information leak problem.,,0.000190000,['Kernel 6.2 RC5'],Linux Kernel,n/a,CWE-416,LOW
CERTFR-2025-AVI-0308,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,2025-04-07,Avis,CVE-2022-23041,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0308/,"Linux PV device frontends vulnerable to attacks by backends T[his CNA information record relates to multiple CVEs; the text explains which aspects/vulnerabilities correspond to which CVE.] Several Linux PV device frontends are using the grant table interfaces for removing access rights of the backends in ways being subject to race conditions, resulting in potential data leaks, data corruption by malicious backends, and denial of service triggered by malicious backends: blkfront, netfront, scsifront and the gntalloc driver are testing whether a grant reference is still in use. If this is not the case, they assume that a following removal of the granted access will always succeed, which is not true in case the backend has mapped the granted page between those two operations. As a result the backend can keep access to the memory page of the guest no matter how the page will be used after the frontend I/O has finished. The xenbus driver has a similar problem, as it doesn't check the success of removing the granted access of a shared ring buffer. blkfront: CVE-2022-23036 netfront: CVE-2022-23037 scsifront: CVE-2022-23038 gntalloc: CVE-2022-23039 xenbus: CVE-2022-23040 blkfront, netfront, scsifront, usbfront, dmabuf, xenbus, 9p, kbdfront, and pvcalls are using a functionality to delay freeing a grant reference until it is no longer in use, but the freeing of the related data page is not synchronized with dropping the granted access. As a result the backend can keep access to the memory page even after it has been freed and then re-used for a different purpose. CVE-2022-23041 netfront will fail a BUG_ON() assertion if it fails to revoke access in the rx path. This will result in a Denial of Service (DoS) situation of the guest which can be triggered by the backend. CVE-2022-23042",,0.000610000,[],unspecified,unspecified,Non disponible,LOW
CERTFR-2025-AVI-0336,Multiples vulnérabilités dans le noyau Linux de SUSE,2025-04-14,Avis,CVE-2023-1652,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0336/,A use-after-free flaw was found in nfsd4_ssc_setup_dul in fs/nfsd/nfs4proc.c in the NFS filesystem in the Linux Kernel. This issue could allow a local attacker to crash the system or it may lead to a kernel information leak problem.,,0.000190000,['Kernel 6.2 RC5'],Linux Kernel,n/a,CWE-416,LOW
CERTFR-2025-AVI-0370,Multiples vulnérabilités dans les produits IBM,2025-04-29,Avis,CVE-2020-11023,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0370/,"In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted sources - even after sanitizing it - to one of jQuery's DOM manipulation methods (i.e. .html(), .append(), and others) may execute untrusted code. This problem is patched in jQuery 3.5.0.",6.9,0.115260000,"['>= 1.0.3, < 3.5.0']",jQuery,jquery,CWE-79,MEDIUM
CERTFR-2025-AVI-0384,Multiples vulnérabilités dans les produits IBM,2025-05-07,Avis,CVE-2018-25032,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0384/,"zlib before 1.2.12 allows memory corruption when deflating (i.e., when compressing) if the input has many distant matches.",,0.000870000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2025-AVI-0400,Multiples vulnérabilités dans Ivanti Endpoint Manager Mobile (EPMM),2025-05-13,Avis,CVE-2025-4427,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0400/,An authentication bypass in the API component of Ivanti Endpoint Manager Mobile 12.5.0.0 and prior allows attackers to access protected resources without proper credentials via the API.,5.3,0.822620000,[],Endpoint Manager Mobile,Ivanti,CWE-288,MEDIUM
CERTFR-2025-AVI-0449,Multiples vulnérabilités dans le noyau Linux de SUSE,2025-05-21,Avis,CVE-2023-0179,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0449/,"A buffer overflow vulnerability was found in the Netfilter subsystem in the Linux Kernel. This issue could allow the leakage of both stack and heap addresses, and potentially allow Local Privilege Escalation to the root user via arbitrary code execution.",,0.003330000,['unknown'],kernel,n/a,CWE-190,LOW
